Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"The Designer Paperback – October 1, 2017",10.37,Books > Literature & Fiction > Genre Fiction,Marius Gabriel,1612185819,336,"Lake Union Publishing (October 1, 2017)",English,5.5 x 1 x 8.2 inches,12 ounces,4.2
"Dagger's Edge: A Brute Force Novel Mass Market Paperback – August 28, 2018",7.99,Books > Romance > Contemporary,Lora Leigh,1250110343,368,"St. Martin's Paperbacks (August 28, 2018)",English,4.1 x 6.8 inches,1.1 pounds,
The Ticket First Edition,,Books > Humor & Entertainment > Humor,Heather Grace Stewart,991879562,244,"Graceful Publications; First edition (February 3, 2016)",English,6 x 0.6 x 9 inches,15.2 ounces,4
"The Accidental Guardian (High Sierra Sweethearts) Paperback – April 3, 2018",10.39,Books > Christian Books & Bibles > Literature & Fiction,Mary Connealy,764219294,304,"Bethany House Publishers (April 3, 2018)",English,5.5 x 8.5 inches,9.6 ounces,
"Shadow Reaper (A Shadow Riders Novel) Mass Market Paperback – May 30, 2017",5.39,Books > Literature & Fiction > United States,Christine Feehan,399583955,400,"Berkley; Original edition (May 30, 2017)",English,4.2 x 1.1 x 6.8 inches,6.4 ounces,4.6
"Lullabies (Lang Leav) Paperback – September 16, 2014",13.25,Books > Literature & Fiction > Poetry,Lang Leav,1449461077,248,"Andrews McMeel Publishing (September 16, 2014)",English,5 x 0.8 x 8 inches,8.5 ounces,4.6
"Big Sexy Love: A laugh out loud funny romantic comedy Paperback – July 3, 2017",6.05,Books > Literature & Fiction > Humor & Satire,Kirsty Greenwood,1910014079,348,"Novelicious Books (July 3, 2017)",English,5 x 0.9 x 8 inches,14.9 ounces,4.8
"A Shade Of Vampire 2: A Shade Of Blood Paperback – April 8, 2013",14.48,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1484076249,402,"CreateSpace Independent Publishing Platform (April 8, 2013)",English,6 x 1 x 9 inches,1.5 pounds,4.5
"Fairytale: A Novel Hardcover – October 10, 2017",16.33,Books > Literature & Fiction > Genre Fiction,Danielle Steel,1101884061,288,"Delacorte Press (October 10, 2017)",English,6.3 x 1.1 x 9.6 inches,1.2 pounds,4.3
"First Snow: A Will and A Way\Local Hero Paperback – October 24, 2017",9.62,Books > Literature & Fiction > United States,Nora Roberts,1335142126,448,"Silhouette (October 24, 2017)",English,5.3 x 1.2 x 8 inches,14.4 ounces,4.9
"Addicted (Addicted Trilogy) (Volume 1) Paperback – May 11, 2015",8.99,Books > Romance > Contemporary,S Nelson,1512084530,244,"CreateSpace Independent Publishing Platform; 1 edition (May 11, 2015)",English,6 x 0.6 x 9 inches,15.2 ounces,4
"Club Dead (Sookie Stackhouse/True Blood, Book 3) Mass Market Paperback – April 29, 2003",6.13,Books > Literature & Fiction > Genre Fiction,Charlaine Harris,441010512,258,"Ace Books (April 29, 2003)",English,4.1 x 0.9 x 6.8 inches,10.4 ounces,4.5
"The Pines of Winder Ranch: A Cold Creek Homecoming Mass Market Paperback – December 26, 2017",5.98,Books > Literature & Fiction > Genre Fiction,RaeAnne Thayne,1335016538,416,"HQN (December 26, 2017)",English,4.2 x 1.1 x 6.6 inches,6.9 ounces,4.3
"Murderville 3: The Black Dahlia Paperback – September 3, 2013",10.73,Books > Literature & Fiction > United States,Ashley & JaQuavis,1936399091,256,"Cash Money Content (September 3, 2013)",English,5.3 x 0.7 x 8.2 inches,5.6 ounces,4.6
"Major Pettigrew's Last Stand: A Novel Paperback – November 30, 2010",10.24,Books > Literature & Fiction > Genre Fiction,Helen Simonson,812981227,384,Random House Trade Paperbacks (2011),English,5.2 x 0.8 x 8 inches,8.8 ounces,4.4
"Stolen Paperback – April 1, 2012",6.85,Books > Teen & Young Adult > Literature & Fiction,Lucy Christopher,054517094X,320,"Chicken House; Reprint edition (April 1, 2012)",English,5.2 x 0.7 x 7.9 inches,9.6 ounces,4.2
"Misadventures on the Night Shift (Misadventures Series) Hardcover – November 7, 2017",9.33,Books > Literature & Fiction > United States,Lauren Rowe,1943893438,280,"Waterhouse Press (November 7, 2017)",English,5.5 x 0.8 x 8 inches,13.6 ounces,4.6
"Sandpiper Shore (Harmony Harbor) Mass Market Paperback – June 26, 2018",7.99,Books > Literature & Fiction > Women's Fiction,Debbie Mason,1538744228,384,"Forever (June 26, 2018)",English,,1.1 pounds,
"The Darkest Promise (Lords of the Underworld) Mass Market Paperback – March 27, 2018",7.99,Books > Romance > Contemporary,Gena Showalter,1335050930,512,"HQN (March 27, 2018)",English,4.1 x 1.3 x 6.6 inches,8 ounces,4.6
"Anna Karenina Paperback – Deckle Edge, May 31, 2004",12.16,Books > Literature & Fiction > World Literature,Leo Tolstoy,143035002,864,Penguin Classics (May 2004),English,5.6 x 1.8 x 8.4 inches,2 pounds,4.1
"Ride Dirty: A Raven Riders Novella Paperback – March 13, 2018",9.68,Books > Romance > Contemporary,Laura Kaye,1948050293,170,"Evil Eye Concepts, Incorporated (March 13, 2018)",English,6 x 0.4 x 9 inches,11 ounces,4.8
"Public Secrets: A Novel Paperback – July 28, 2009",13.60,Books > Literature & Fiction > United States,Nora Roberts,553386409,439,"Bantam; Reprint edition (July 28, 2009)",English,5.2 x 1 x 8.2 inches,12 ounces,4.5
"The Trouble with True Love: Dear Lady Truelove Mass Market Paperback – January 30, 2018",5.98,Books > Romance > Historical,Laura Lee Guhrke,62469878,384,"Avon; Reissue edition (January 30, 2018)",English,4.2 x 1 x 6.6 inches,6.4 ounces,4.5
"Until Harmony: Until Her/ Until Him book 6 Paperback – January 25, 2018",11.99,Books > Romance > Romantic Suspense,Aurora Rose Reynolds,1984245775,238,"CreateSpace Independent Publishing Platform (January 25, 2018)",English,6 x 0.6 x 9 inches,14.9 ounces,4.7
"By the River Piedra I Sat Down and Wept: A Novel of Forgiveness Paperback – May 23, 2006",8.69,Books > Literature & Fiction > Genre Fiction,Paulo Coelho,61122092,180,"Harper Perennial; Translation edition (May 23, 2006)",English,5.3 x 0.5 x 8 inches,5.6 ounces,4.3
"Dance Upon the Air (Three Sisters) Paperback – Deckle Edge, January 6, 2015",10.95,Books > Literature & Fiction > Women's Fiction,Nora Roberts,042527814X,352,"Berkley; Reprint edition (January 6, 2015)",English,5.6 x 1 x 8.3 inches,7.2 ounces,4.6
"The Obsession Mass Market Paperback – March 7, 2017",6.54,Books > Literature & Fiction > Women's Fiction,Nora Roberts,110198760X,480,"Berkley; Reissue edition (March 7, 2017)",English,4.2 x 1 x 6.8 inches,7.8 ounces,4.7
"Your Forever Love (The Bennett Family) (Volume 3) Paperback – July 29, 2016",14.99,Books > Romance > Contemporary,Layla Hagen,1535589035,340,"CreateSpace Independent Publishing Platform (July 29, 2016)",English,5.2 x 0.8 x 8 inches,13.3 ounces,4.8
"Lost and Found Sisters: A Novel Paperback – June 20, 2017",10.50,Books > Literature & Fiction > Genre Fiction,Jill Shalvis,62448110,400,"William Morrow Paperbacks (June 20, 2017)",English,5.3 x 0.9 x 8 inches,14.4 ounces,4.7
"Where There's Smoke (The Sweet Sin Series) (Volume 2) Paperback – February 22, 2018",10.08,Books > Romance > Contemporary,Kathy Coopmans,198581997X,204,"CreateSpace Independent Publishing Platform (February 22, 2018)",English,6 x 0.5 x 9 inches,13 ounces,5
"Wait for Me (Montana Rescue) Paperback – November 6, 2018",13.13,Books > Christian Books & Bibles > Literature & Fiction,Susan May Warren,800727487,336,"Revell (November 6, 2018)",English,,1.1 pounds,
"Oath of Honor (Blue Justice) Paperback – January 2, 2018",10.99,Books > Christian Books & Bibles > Literature & Fiction,Lynette Eason,800727215,368,"Revell (January 2, 2018)",English,5.5 x 0.9 x 8.5 inches,10.9 ounces,4.8
"Cuffed (Honor Bound) Paperback – December 19, 2017",12.72,Books > Literature & Fiction > Erotica,Angel Payne,1947222236,364,"Waterhouse Press (December 19, 2017)",English,5.5 x 0.8 x 8 inches,13.9 ounces,4.6
"The Whip: a novel inspired by the story of Charley Parkhurst Paperback – January 1, 2012",11.06,Books > Literature & Fiction > Genre Fiction,Karen Kondazian,1601823029,302,"Hansen Publishing Group, LLC; First Edition edition (January 1, 2012)",English,5.5 x 0.6 x 8.5 inches,12 ounces,4.3
"Say You're Sorry (Morgan Dane) Paperback – May 16, 2017",9.99,"Books > Mystery, Thriller & Suspense > Mystery",Melinda Leigh,1503948706,336,"Montlake Romance (May 16, 2017)",English,5.5 x 1 x 8.2 inches,12 ounces,4.5
"1: Kristin Lavransdatter I: The Wreath (Penguin Classics) Paperback – December 1, 1997",10.39,Books > Literature & Fiction > Genre Fiction,Sigrid Undset Tiina Nunnally,141180412,336,"Penguin Classics; F First Paperback Edition Used edition (December 1, 1997)",English,5 x 0.7 x 7.8 inches,8.8 ounces,4.5
"Tempest Mass Market Paperback – January 30, 2018",6.47,Books > Literature & Fiction > United States,Beverly Jenkins,62389041,384,"Avon (January 30, 2018)",English,4.2 x 1 x 6.6 inches,7 ounces,4.9
"His Secret Son (The Westmoreland Legacy) Mass Market Paperback – December 5, 2017",3.21,Books > Literature & Fiction > United States,Brenda Jackson,373838840,224,"Harlequin Desire (December 5, 2017)",English,4.1 x 0.6 x 6.6 inches,3.8 ounces,4.7
"Archer's Voice Paperback – February 13, 2018",10.39,Books > Literature & Fiction > Genre Fiction,Mia Sheridan,1538727358,400,"Forever (February 13, 2018)",English,5.2 x 1.2 x 8.2 inches,10.9 ounces,4.8
"Misadventures of a College Girl (Misadventures Series) Paperback – February 27, 2018",11.69,Books > Literature & Fiction > United States,Lauren Rowe,1947222996,280,"Waterhouse Press (February 27, 2018)",English,5.2 x 0.8 x 8 inches,9.4 ounces,4.9
"The Mayflower Bride: Daughters of the Mayflower (book 1) Paperback – February 1, 2018",9.86,Books > Christian Books & Bibles > Literature & Fiction,Kimberley Woodhouse,1683224191,256,"Barbour Books (February 1, 2018)",English,5.5 x 0.6 x 8.4 inches,7.2 ounces,4.3
"The Innkeeper of Ivy Hill (Tales from Ivy Hill) Paperback – December 6, 2016",7.03,Books > Christian Books & Bibles > Literature & Fiction,Julie Klassen,764218131,448,"Bethany House Publishers; Reprint edition (December 6, 2016)",English,5.5 x 1.1 x 8.3 inches,14.4 ounces,4.2
"A Shade Of Vampire 5: A Blaze Of Sun Paperback – October 25, 2013",11.96,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1493582488,304,"CreateSpace Independent Publishing Platform (October 25, 2013)",English,6 x 0.8 x 9 inches,1.2 pounds,4.7
"A Hustler's Wife (Urban Books) Mass Market Paperback – August 5, 2014",6.99,Books > Literature & Fiction > United States,Nikki Turner,1601626193,304,"Urban Books; Reissue, Anniversary edition (August 5, 2014)",English,4.1 x 1.2 x 6.7 inches,7 ounces,4.5
"The Pursuit: A Fox and O'Hare Novel Mass Market Paperback – June 21, 2016",8.76,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Janet Evanovich Lee Goldberg,553392794,352,"Bantam (June 21, 2016)",English,4.2 x 0.9 x 6.9 inches,6.4 ounces,4.5
"Cold-Hearted Rake Mass Market Paperback – October 27, 2015",7.99,Books > Romance > Historical,Lisa Kleypas,62371819,416,"Avon (October 27, 2015)",English,4.2 x 1 x 6.8 inches,1 pounds,4.1
"HALO: Legacy of Onyx Paperback – November 14, 2017",10.62,Books > Science Fiction & Fantasy > Science Fiction,Matt Forbeck,150113261X,416,"Gallery Books (November 14, 2017)",English,5.3 x 1.1 x 8.2 inches,11.4 ounces,4.1
"A Momentary Marriage Mass Market Paperback – July 25, 2017",5.72,Books > Romance > Historical,Candace Camp,1501141627,416,"Pocket Books (July 25, 2017)",English,4.1 x 1.2 x 6.8 inches,8.5 ounces,4.5
"A Duke in the Night (The Devils of Dover) Mass Market Paperback – February 20, 2018",5.98,Books > Literature & Fiction > Genre Fiction,Kelly Bowen,147891856X,336,"Forever (February 20, 2018)",English,4.2 x 1 x 7 inches,5.6 ounces,4.4
"Beautiful Fury Paperback – March 1, 2018",11.99,Books > Romance > Clean & Wholesome,Katharine E Hamilton,692068252,246,"Katharine E. Hamilton (March 1, 2018)",English,5 x 0.6 x 8 inches,11.8 ounces,5
"Chasing Sunsets: A Novel (Angels Walking) Paperback – October 13, 2015",8.98,Books > Christian Books & Bibles > Literature & Fiction,Karen Kingsbury,1451687524,336,"Howard Books; Reprint edition (October 13, 2015)",English,5.5 x 0.8 x 8.4 inches,12.6 ounces,4.9
"Roomies Paperback – December 5, 2017",12.27,Books > Literature & Fiction > Women's Fiction,Christina Lauren,1501165836,368,"Gallery Books (December 5, 2017)",English,5.3 x 0.9 x 8.2 inches,9.6 ounces,4.4
"Calendar Girl: Volume Two Paperback – October 27, 2015",10.59,Books > Literature & Fiction > Women's Fiction,Audrey Carlan,1943893047,406,"Waterhouse Press (October 27, 2015)",English,5.2 x 0.9 x 8 inches,12.6 ounces,4.6
"Midnight Wolf (A Shifters Unbound Novel) Mass Market Paperback – April 24, 2018",7.99,Books > Literature & Fiction > United States,Jennifer Ashley,425281396,336,"Berkley (April 24, 2018)",English,4.2 x 0.8 x 6.8 inches,5.9 ounces,
"Marrying Winterborne Mass Market Paperback – May 31, 2016",6.79,Books > Romance > Historical,Lisa Kleypas,62371851,416,"Avon (May 31, 2016)",English,4.2 x 1 x 6.8 inches,7.2 ounces,4.5
"The God Chasers: My Soul Follows Hard After Thee Paperback – November 1, 1998",11.02,Books > Christian Books & Bibles > Christian Living,Tommy Tenney,768420164,152,"Destiny Image Publishers; 16th edition (November 1, 1998)",English,6 x 0.5 x 9 inches,9.9 ounces,4.6
"Crystal Clear (Blessings) (Volume 4) Paperback – November 8, 2017",6.99,Books > Romance > Contemporary,Beverly Jenkins,1979825297,86,"CreateSpace Independent Publishing Platform; 1 edition (November 8, 2017)",English,5.5 x 0.2 x 8.5 inches,5.8 ounces,4.5
"Broken Angels Paperback – April 26, 2016",10.19,Books > Literature & Fiction > Genre Fiction,Gemma Liviero,1503934861,464,"Lake Union Publishing (April 26, 2016)",English,5.5 x 1 x 8.2 inches,1.1 pounds,4.7
"Finding the Dream (Dream Trilogy) Paperback – Deckle Edge, October 2, 2012",10.01,Books > Literature & Fiction > Women's Fiction,Nora Roberts,425260925,368,"Berkley; Reprint edition (October 2, 2012)",English,5.6 x 1 x 8.3 inches,12.8 ounces,4.6
"Accidentally on Purpose: A Heartbreaker Bay Novel Mass Market Paperback – January 24, 2017",6.48,Books > Literature & Fiction > United States,Jill Shalvis,62448064,384,"Avon (January 24, 2017)",English,4.2 x 1 x 6.8 inches,6.4 ounces,4.7
"The Mermaid's Sister Paperback – March 1, 2015",8.49,Books > Teen & Young Adult > Literature & Fiction,Carrie Anne Noble,1477820884,236,"Skyscape (March 1, 2015)",English,5.5 x 1 x 8.2 inches,8.8 ounces,4.2
"Cry Wolf (Alpha and Omega, Book 1) Mass Market Paperback – July 29, 2008",7.99,Books > Science & Math > Biological Sciences,Patricia Briggs,441016154,320,"Ace; Ace Mass-market Ed edition (July 29, 2008)",English,4.2 x 0.9 x 6.7 inches,5.6 ounces,4.5
"Slammed: A Novel Paperback – September 18, 2012",9.28,Books > Literature & Fiction > Genre Fiction,Colleen Hoover,1476715904,352,"Atria Books; Original edition (September 18, 2012)",English,5.3 x 0.9 x 8.2 inches,6.4 ounces,4.6
"The Hollow of Fear (The Lady Sherlock Series) Paperback – October 2, 2018",15.00,"Books > Mystery, Thriller & Suspense > Mystery",Sherry Thomas,425281426,336,"Berkley (October 2, 2018)",English,5.5 x 0.8 x 8.2 inches,10.7 ounces,
"Hotbloods (Volume 1) Paperback – November 26, 2017",12.99,Books > Literature & Fiction > Women's Fiction,Bella Forrest,1978277733,350,"CreateSpace Independent Publishing Platform (November 26, 2017)",English,6 x 0.9 x 9 inches,1.2 pounds,4.4
"Iced: Fever Series Book 6 Mass Market Paperback – February 25, 2014",7.99,Books > Science Fiction & Fantasy > Fantasy,Karen Marie Moning,440246415,512,"Dell; Reissue edition (February 25, 2014)",English,4.2 x 1.1 x 6.9 inches,5 ounces,4.5
"3: Never Never: Part Three of Three (Volume 3) Paperback – January 16, 2016",9.99,Books > Teen & Young Adult > Romance,Colleen Hoover Tarryn Fisher,1523443677,130,"CreateSpace Independent Publishing Platform (January 16, 2016)",English,5 x 0.3 x 8 inches,6.4 ounces,3.6
"White Lilies: The Mitchell Sisters Book Two Paperback – August 26, 2015",12.99,Books > Romance > Contemporary,Samantha Christy,151699843X,354,"CreateSpace Independent Publishing Platform (August 26, 2015)",English,5.5 x 0.9 x 8.5 inches,1 pounds,4.7
"Sad Girls Paperback – May 30, 2017",14.68,Books > Literature & Fiction > Genre Fiction,Lang Leav,1449487769,368,"Andrews McMeel Publishing (May 30, 2017)",English,5.8 x 1.1 x 8.9 inches,15.5 ounces,4.1
"The Summer That Made Us: A Novel Paperback – September 5, 2017",9.74,Books > Literature & Fiction > Genre Fiction,Robyn Carr,778330869,336,"MIRA (September 5, 2017)",English,5.4 x 0.9 x 8 inches,10.4 ounces,4.6
"The Witness Mass Market Paperback – January 28, 2014",6.79,Books > Literature & Fiction > Women's Fiction,Nora Roberts,515151335,496,"Berkley; Reprint edition (January 28, 2014)",English,4.2 x 1.1 x 6.8 inches,8 ounces,4.7
"The Coincidence of Coconut Cake Paperback – July 21, 2015",8.80,Books > Literature & Fiction > Genre Fiction,Amy E. Reichert,1501100718,336,"Gallery Books (July 21, 2015)",English,5.3 x 0.9 x 8.2 inches,9.9 ounces,4.3
"Hearts of Resistance Paperback – January 10, 2018",10.25,Books > Literature & Fiction > Genre Fiction,Soraya M. Lane,1477805109,332,"Lake Union Publishing (January 10, 2018)",English,5.5 x 1 x 8.2 inches,11.4 ounces,4.7
"Unwritten: A Novel Paperback – April 1, 2014",8.98,Books > Christian Books & Bibles > Literature & Fiction,Charles Martin,1455503967,352,"Center Street (April 1, 2014)",English,5.4 x 1 x 8.1 inches,10.6 ounces,4.7
"New Nicholas Sparks 2018 Novel Hardcover – October 16, 2018",25.20,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,1538728524,336,"Grand Central Publishing (October 16, 2018)",English,,1.7 pounds,
"Beyond Scandal and Desire: A Sins for All Seasons Novel Mass Market Paperback – January 30, 2018",6.79,Books > Romance > Historical,Lorraine Heath,62676008,384,"Avon (January 30, 2018)",English,4.2 x 1 x 6.6 inches,6.4 ounces,4.6
"Claimed in Shadows: A Midnight Breed Novel (The Midnight Breed Series) (Volume 15) Paperback – January 21, 2018",12.36,Books > Romance > Paranormal,Lara Adrian,1984041851,312,"CreateSpace Independent Publishing Platform (January 21, 2018)",English,5.2 x 0.8 x 8 inches,15.2 ounces,5
"New Moon (The Twilight Saga) Paperback – Deluxe Edition, May 31, 2008",10.30,Books > Teen & Young Adult > Science Fiction & Fantasy,Stephenie Meyer,316024961,563,"Little, Brown; 1st edition (May 31, 2008)",English,5.5 x 1.5 x 8.2 inches,12.8 ounces,4.6
"A Girl's Guide to Moving On: A Novel Mass Market Paperback – August 23, 2016",6.28,Books > Literature & Fiction > Genre Fiction,Debbie Macomber,553391941,432,"Ballantine Books (August 23, 2016)",English,4.2 x 1.2 x 6.9 inches,7.2 ounces,4.6
"The House at the Edge of Night: A Novel Paperback – June 20, 2017",12.91,Books > Literature & Fiction > Genre Fiction,Catherine Banner,812988132,448,"Random House Trade Paperbacks; Reprint edition (June 20, 2017)",English,5.2 x 0.9 x 8 inches,11.2 ounces,4.5
"End of Days (Penryn & the End of Days Series) Paperback – May 12, 2015",6.75,Books > Teen & Young Adult > Literature & Fiction,Susan Ee,1477829709,331,"Skyscape (May 12, 2015)",English,5.5 x 1 x 8.2 inches,1.1 pounds,4.4
"The Noble Servant Hardcover – May 9, 2017",7.00,Books > Teen & Young Adult > Literature & Fiction,Melanie Dickerson,718026608,336,"Thomas Nelson (May 9, 2017)",English,5.9 x 1.1 x 8.7 inches,1 pounds,4.3
"Heart of the Sea (Gallaghers of Ardmore Trilogy) Paperback – Deckle Edge, December 2, 2014",10.67,Books > Literature & Fiction > Women's Fiction,Nora Roberts,425271609,368,"Berkley; Reprint edition (December 2, 2014)",English,5.6 x 0.9 x 8.2 inches,12 ounces,4.6
"Treasuring Amber (The Temptation Saga) Paperback – June 7, 2016",10.19,Books > Literature & Fiction > United States,Helen Hardt,1943893306,219,"Waterhouse Press (June 7, 2016)",English,5.1 x 0.7 x 7.9 inches,8.5 ounces,4.7
"The Royal We Paperback – April 26, 2016",10.60,Books > Literature & Fiction > Women's Fiction,Heather Cocks Jessica Morgan,1455557110,496,"Grand Central Publishing; Reprint edition (April 26, 2016)",English,5.2 x 1.2 x 8 inches,14.4 ounces,4.3
"Buttons and Pain (Volume 3) Paperback – May 16, 2017",12.99,Books > Romance > Contemporary,Penelope Sky,1540345289,396,"CreateSpace Independent Publishing Platform (May 16, 2017)",English,5.2 x 0.9 x 8 inches,2.1 pounds,4.5
"Tantalizing Maria (The Temptation Saga) Paperback – October 25, 2016",12.19,Books > Literature & Fiction > United States,Helen Hardt,1943893322,200,"Waterhouse Press (October 25, 2016)",English,5.2 x 0.5 x 8 inches,7.2 ounces,4.7
"Angels Walking: A Novel Paperback – February 17, 2015",9.18,Books > Christian Books & Bibles > Literature & Fiction,Karen Kingsbury,1451687486,384,"Howard Books; Reprint edition (February 17, 2015)",English,5.5 x 1 x 8.4 inches,11.7 ounces,4.8
"The Prada Plan Mass Market Paperback – August 1, 2011",6.20,Books > Literature & Fiction > United States,Ashley Antoinette,1601624603,288,"Urban Books; Reprint edition (August 1, 2011)",English,4.2 x 1.2 x 6.7 inches,8 ounces,4.7
"Boss Love (Volume 3) Paperback – February 6, 2018",12.99,Books > Romance > Romantic Suspense,Victoria Quinn,197915855X,338,"CreateSpace Independent Publishing Platform (February 6, 2018)",English,5 x 0.8 x 8 inches,15.5 ounces,5
"The Other Queen Paperback – July 14, 2009",9.98,Books > Literature & Fiction > Genre Fiction,Philippa Gregory,1416549145,464,"Touchstone; Reprint edition (July 14, 2009)",English,5.2 x 1 x 8 inches,14.4 ounces,3.8
"Beneath the Summer Sun (An Every Amish Season Novel) Paperback – January 16, 2018",10.27,Books > Christian Books & Bibles > Literature & Fiction,Kelly Irvin,310348080,336,"Zondervan (January 16, 2018)",English,5.5 x 1 x 8.4 inches,11.8 ounces,4.7
"Boss Man (Volume 2) Paperback – February 6, 2018",12.99,Books > Romance > Romantic Suspense,Victoria Quinn,1979158436,266,"CreateSpace Independent Publishing Platform (February 6, 2018)",English,5 x 0.7 x 8 inches,12.6 ounces,4.9
"Island of Sweet Pies and Soldiers Paperback – February 13, 2018",10.04,Books > Literature & Fiction > Genre Fiction,Sara Ackerman,778319210,400,"MIRA (February 13, 2018)",English,5.3 x 1 x 8 inches,10.1 ounces,4.9
"Born in Fire (Irish Born Trilogy) Paperback – September 3, 2013",12.16,Books > Literature & Fiction > Women's Fiction,Nora Roberts,425266095,368,"Berkley; Reprint edition (September 3, 2013)",English,5.4 x 0.9 x 8.2 inches,12 ounces,4.7
"The Idea of You: A Novel Paperback – June 13, 2017",8.98,Books > Literature & Fiction > Women's Fiction,Robinne Lee,1250125901,384,"St. Martin's Griffin (June 13, 2017)",English,5.5 x 1 x 8.2 inches,11.2 ounces,4.6
"Something Like Summer (Volume 1) Paperback – January 8, 2011",12.59,Books > Gay & Lesbian > Literature & Fiction,Jay Bell,1453875042,292,"CreateSpace Independent Publishing Platform (January 8, 2011)",English,6 x 0.7 x 9 inches,1.1 pounds,4.6
"Amish Cooking Class - The Celebration Paperback – February 6, 2018",11.74,Books > Christian Books & Bibles > Literature & Fiction,Wanda E. Brunstetter,1624167462,320,"Shiloh Run Press (February 1, 2018)",English,5.5 x 0.8 x 8.4 inches,8.8 ounces,4.7
"Captive Prince (The Captive Prince Trilogy) Paperback – April 7, 2015",14.06,Books > Gay & Lesbian > Literature & Fiction,C. S. Pacat,425274268,304,"Berkley; 1 edition (April 7, 2015)",English,5.1 x 0.8 x 7.9 inches,8 ounces,4.4
"My Unexpected Forever (The Beaumont Series) (Volume 2) Paperback – January 3, 2014",13.49,Books > Romance > Contemporary,Heidi McLaughlin,989373835,380,"Heidi McLaughlin; 2 edition (January 3, 2014)",English,5 x 0.9 x 8 inches,1.1 pounds,4.7
"Vengeance: A Novel Paperback – January 3, 2017",13.25,Books > Literature & Fiction > United States,Zane,1501108050,288,"Atria Books; Reprint edition (January 3, 2017)",English,5.3 x 0.8 x 8.2 inches,6.4 ounces,4.1
"Lover Eternal (Black Dagger Brotherhood, Book 2) Mass Market Paperback – March 7, 2006",6.26,Books > Romance > Paranormal,J.R. Ward,451218043,464,"Berkley; Reissue edition (March 7, 2006)",English,4.2 x 1.2 x 6.8 inches,6.4 ounces,4.7
"The Secrets You Keep: A Novel Paperback – March 21, 2017",9.27,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Kate White,62448854,368,"Harper Paperbacks (March 21, 2017)",English,5.3 x 0.8 x 8 inches,8 ounces,4
"Surprise Me: A Novel Hardcover – February 13, 2018",19.60,Books > Literature & Fiction > Women's Fiction,Sophie Kinsella,399592881,,"The Dial Press (February 13, 2018)",English,5.8 x 1.4 x 8.5 inches,1.2 pounds,4
"The Spook Who Sat By The Door Paperback – July 6, 2015",13.50,Books > Literature & Fiction,Sam Greenlee,1943138176,252,"Brawtley Press (July 6, 2015)",English,5.5 x 0.6 x 8.5 inches,13.8 ounces,4.5
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson Paperback – October 8, 2002",7.99,Books > Self-Help > Death & Grief,Mitch Albom,076790592X,192,"Broadway Books; Anniversary, Reprint edition (October 8, 2002)",English,5 x 0.6 x 7.2 inches,5.6 ounces,4.8
"Bone: The Complete Cartoon Epic in One Volume Paperback – September, 2004",22.14,Books > Comics & Graphic Novels > Graphic Novels,Jeff Smith,188896314X,1344,Cartoon Books; Revised edition (September 2004),English,6.5 x 2.2 x 9 inches,3.9 pounds,4.6
"Binti Paperback – September 22, 2015",9.99,Books > Science Fiction & Fantasy > Science Fiction,Nnedi Okorafor,765385252,96,"Tor.com; 1 edition (September 22, 2015)",English,5.1 x 0.3 x 8.1 inches,2.9 ounces,4.5
"Neuromancer Mass Market Paperback – August 15, 1986",7.19,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",William Gibson,441569595,271,"Ace; 1st edition (July 1, 1984)",English,4.2 x 0.8 x 6.9 inches,5.6 ounces,4.2
"A Conspiracy of Bones: A Novel (Temperance Brennan) Hardcover – August 21, 2018",25.20,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Kathy Reichs,399181628,,"Bantam (August 21, 2018)",English,6.1 x 0.8 x 9.2 inches,1.2 pounds,
"A Rule Against Murder: A Chief Inspector Gamache Novel Paperback – March 15, 2011",9.85,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,312614160,336,"Minotaur Books; Reprint edition (March 15, 2011)",English,5.5 x 0.9 x 8.3 inches,11.2 ounces,4.7
"Juror #3 Hardcover – September 17, 2018",25.20,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson Nancy Allen,316474126,,"Little, Brown and Company (September 17, 2018)",English,,1.7 pounds,
"I Know Why the Caged Bird Sings Mass Market Paperback – April 21, 2009",7.19,Books > Literature & Fiction > Poetry,Maya Angelou,345514408,304,"Ballantine Books; Reissue edition (April 21, 2009)",English,4.2 x 0.8 x 6.9 inches,4.8 ounces,4.6
"The Women in the Castle: A Novel Paperback – January 2, 2018",9.76,Books > Literature & Fiction > Genre Fiction,Jessica Shattuck,006256367X,400,"William Morrow Paperbacks; Reprint edition (January 2, 2018)",English,5.3 x 0.9 x 8 inches,9.6 ounces,4.2
