Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Pet Sematary: A Novel Mass Market Paperback – January 31, 2017",8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,1501156705,560,"Pocket Books; Reissue edition (January 31, 2017)",English,4.1 x 1.1 x 7.5 inches,9.9 ounces,4.6
"Killman Creek (Stillhouse Lake Series) Paperback – December 12, 2017",6.38,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Rachel Caine,1542046416,348,"Thomas & Mercer (December 12, 2017)",English,5.5 x 1 x 8.2 inches,12.2 ounces,4.6
"The Bone Tree: A Novel (Penn Cage) Mass Market Paperback – February 23, 2016",8.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Greg Iles,62311131,880,"William Morrow; Reprint edition (February 23, 2016)",English,4.2 x 2 x 7.5 inches,1 pounds,4.4
"World War Z: An Oral History of the Zombie War Paperback – October 16, 2007",11.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Max Brooks,307346617,342,"Three Rivers Press; 1st edition (October 16, 2007)",English,5.2 x 0.9 x 8 inches,12 ounces,4.3
"The Cutthroat (An Isaac Bell Adventure) Paperback – February 27, 2018",7.48,Books > Literature & Fiction > Action & Adventure,Clive Cussler,399575626,400,"G.P. Putnam's Sons; Reprint edition (February 27, 2018)",English,4.2 x 1.1 x 7.5 inches,8.2 ounces,4.3
"How to Talk to Your Cat About Gun Safety: And Abstinence, Drugs, Satanism, and Other Dangers That Threaten Their Nine Lives Paperback – October 4, 2016",10.69,Books > Literature & Fiction > History & Criticism,Zachary Auburn,045149492X,144,"Three Rivers Press (October 4, 2016)",English,5.5 x 0.4 x 8.2 inches,6.4 ounces,4.3
"The Souls of Black Folk Paperback – November 24, 2017",5.89,Books > Literature & Fiction > Classics,W.E.B. Du Bois,1505223377,124,"CreateSpace Independent Publishing Platform (November 24, 2017)",English,6 x 0.3 x 9 inches,8.5 ounces,4.5
"Britt-Marie Was Here: A Novel Paperback – February 7, 2017",12.28,Books > Literature & Fiction > Humor & Satire,Fredrik Backman,1501142542,336,"Washington Square Press; Reprint edition (February 7, 2017)",English,5.3 x 0.9 x 8.2 inches,10.4 ounces,4.4
"The Atomic City Girls: A Novel Paperback – February 6, 2018",12.78,Books > Literature & Fiction > Genre Fiction,Janet Beard,62666711,384,"William Morrow Paperbacks (February 6, 2018)",English,5.3 x 1 x 8 inches,10.9 ounces,4
"A Stranger in the House Hardcover – August 15, 2017",14.65,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Shari Lapena,073522112X,,"Pamela Dorman Books (August 15, 2017)",English,6.3 x 1.1 x 9.3 inches,1.2 pounds,4.1
"The Seven Storey Mountain Paperback – October 4, 1999",9.57,Books > Christian Books & Bibles > Christian Living,Thomas Merton,156010860,496,"Mariner Books; 1 edition (October 4, 1999)",English,5.3 x 1.2 x 8 inches,13.6 ounces,4.5
"China Rich Girlfriend Paperback – May 31, 2016",13.25,Books > Literature & Fiction > Genre Fiction,Kevin Kwan,804172064,496,"Anchor; Reprint edition (May 31, 2016)",English,5.2 x 1 x 8 inches,9.6 ounces,4.2
"The Angel of Darkness Mass Market Paperback – May 27, 1998",8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Caleb Carr,345427637,768,"Ballantine Books; Reissue edition (May 27, 1998)",English,4.2 x 1.2 x 6.9 inches,10.4 ounces,4.3
"City of Thieves: A Novel Paperback – March 31, 2009",10.07,Books > Literature & Fiction > Genre Fiction,David Benioff,452295297,258,"Penguin Books (March 31, 2009)",English,5.4 x 0.6 x 8 inches,8 ounces,4.6
"Year One: Chronicles of the One, Book 1 Hardcover – December 5, 2017",16.45,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nora Roberts,1250122953,,"St. Martin's Press; First Edition: December 2017 edition (December 5, 2017)",English,6.4 x 1.4 x 9.6 inches,1.3 pounds,4.5
Pride and Prejudice Reprint. Edition,,Books > Literature & Fiction > Women's Fiction,Jane Austen,141439513,480,"Penguin Books; Reprint. edition (December 31, 2002)",English,5.1 x 0.8 x 7.8 inches,10.6 ounces,4.5
"Arcanum Unbounded: The Cosmere Collection Mass Market Paperback – February 27, 2018",8.99,Books > Literature & Fiction > Short Stories & Anthologies,Brandon Sanderson,076539118X,768,"Tor Fantasy (February 27, 2018)",English,4.2 x 1.7 x 7 inches,12.3 ounces,4.7
"The Prose Edda: Norse Mythology (Penguin Classics) Paperback – January 31, 2006",11.55,Books > Literature & Fiction > Poetry,Jesse L. Byock,140447555,180,"Penguin Classics; 1 edition (January 31, 2006)",English,5.1 x 0.6 x 7.8 inches,2.1 ounces,4.4
"Star Wars: Darth Plagueis (Star Wars - Legends) Mass Market Paperback – October 30, 2012",7.19,Books > Literature & Fiction > Action & Adventure,James Luceno,345511298,496,"Del Rey; Reprint edition (October 30, 2012)",English,4.2 x 1.1 x 6.9 inches,8.5 ounces,4.5
"Storm Front (Dresden Files) Mass Market Paperback – April 1, 2000",7.99,"Books > Mystery, Thriller & Suspense > Mystery",Jim Butcher,451457811,372,"Roc; 1st edition (April 1, 2000)",English,4.2 x 1 x 7.6 inches,7.2 ounces,4.4
"Batman by Jeph Loeb & Tim Sale Omnibus Hardcover – September 11, 2018",107.01,Books > Comics & Graphic Novels > Graphic Novels,Jeph Loeb,1401284264,,"DC Comics (September 11, 2018)",English,,1.2 pounds,
"Salvation (Salvation Sequence) Hardcover – September 4, 2018",25.59,Books > Literature & Fiction > Action & Adventure,Peter F. Hamilton,399178767,,"Del Rey (September 4, 2018)",English,6.1 x 1.4 x 9.2 inches,1.9 pounds,
"The Girl With All the Gifts Paperback – April 28, 2015",11.10,Books > Literature & Fiction > Action & Adventure,M. R. Carey,316334758,448,"Orbit; Reprint edition (April 28, 2015)",English,5.5 x 1.2 x 8.4 inches,13.6 ounces,4.3
"The Last Command (Star Wars: The Thrawn Trilogy) Paperback – January 1, 1994",7.70,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553564927,467,Bantam; 1st edition (February 1994),English,4.2 x 1.1 x 6.9 inches,9.6 ounces,4.7
"Overlord, Vol. 4 (light novel): The Lizardman Heroes Hardcover – May 23, 2017",13.59,Books > Science Fiction & Fantasy > Fantasy,Kugane Maruyama,316397598,,"Yen On (May 23, 2017)",English,6 x 1.2 x 8.8 inches,1.1 pounds,4.7
"Harry Potter Golden Snitch Sticker Kit (Miniature Editions) Accessory with book – September 26, 2006",5.89,Books > Teen & Young Adult > Science Fiction & Fantasy,Running Press,076242821X,,"Running Press Miniature Editions; Act Csm St edition (September 26, 2006)",English,3 x 2 x 3.5 inches,2.9 ounces,4.4
"Kindred: A Graphic Novel Adaptation Hardcover – January 10, 2017",16.96,Books > Literature & Fiction > United States,Damian Duffy Octavia E. ButlerJohn Jennings,141970947X,,"Abrams ComicArts (January 10, 2017)",English,7 x 0.9 x 9.9 inches,2.5 pounds,4.4
"Persuader (Jack Reacher) Mass Market Paperback – May 19, 2009",8.49,Books > Literature & Fiction > Action & Adventure,Lee Child,440245982,496,"Dell (May 19, 2009)",English,4.3 x 1.2 x 7.5 inches,8.8 ounces,4.4
"The Secret Child: A gripping novel of family secrets that will leave you in tears Paperback – November 27, 2017",9.89,Books > Literature & Fiction > Women's Fiction,Kerry Fisher,1786813084,346,"Bookouture (November 27, 2017)",English,5.1 x 0.8 x 7.8 inches,14.1 ounces,4.6
"Instinct (previously published as Murder Games) Paperback – February 20, 2018",10.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1478945184,368,"Grand Central Publishing; Reprint edition (February 20, 2018)",English,5.2 x 1 x 8 inches,9.9 ounces,4.3
"The Other Lady Vanishes Hardcover – May 8, 2018",18.88,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Amanda Quick,039958532X,,"Berkley (May 8, 2018)",English,6 x 0.9 x 9 inches,1.3 pounds,
"Tripwire (Jack Reacher) Mass Market Paperback – May 29, 2007",8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515143073,608,"Berkley; Reprint edition (May 29, 2007)",English,4.3 x 1.2 x 7.6 inches,12.8 ounces,4.4
"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1) Paperback – April 5, 2013",10.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",A.G. Riddle,1940026016,464,"Riddle Inc. (April 5, 2013)",English,6 x 1.1 x 9 inches,1.7 pounds,4.1
"Edge of Darkness (The Cincinnati Series) Mass Market Paperback – February 6, 2018",6.58,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karen Rose,399583084,640,"Berkley (February 6, 2018)",English,4.2 x 1.3 x 6.8 inches,10.1 ounces,4.9
"Homesick for Another World: Stories Paperback – December 5, 2017",11.00,Books > Literature & Fiction > Short Stories & Anthologies,Ottessa Moshfegh,399562907,304,"Penguin Books; Reprint edition (December 5, 2017)",English,5.1 x 0.8 x 7.7 inches,7.7 ounces,3.7
"You: A Novel Paperback – June 16, 2015",12.80,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Caroline Kepnes,1476785600,448,"Atria/Emily Bestler Books; Reprint edition (June 16, 2015)",English,5.3 x 1.2 x 8.2 inches,12.8 ounces,4.1
"Promise Not to Tell Hardcover – January 2, 2018",17.70,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jayne Ann Krentz,399585273,,"Berkley (January 2, 2018)",English,6.3 x 1.1 x 9.3 inches,1.2 pounds,4.6
"The Terror Paperback – March 6, 2018",12.29,Books > Literature & Fiction > Genre Fiction,Dan Simmons,316486094,784,"Back Bay Books; Media Tie In edition (March 6, 2018)",English,5.5 x 1.4 x 8.2 inches,1.4 pounds,4.1
"The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure Mass Market Paperback – October 8, 2007",7.22,Books > Literature & Fiction > Genre Fiction,William Goldman,156035219,512,"Harcourt; Reprint edition (October 8, 2007)",English,4.2 x 1.3 x 6.9 inches,8.8 ounces,4.7
"The World Only Spins Forward: The Ascent of Angels in America Hardcover – February 13, 2018",19.49,Books > Arts & Photography > Performing Arts,Isaac Butler Dan Kois,1635571766,,"Bloomsbury USA (February 13, 2018)",English,6.4 x 1.6 x 9.6 inches,1.7 pounds,4.8
"Shantaram: A Novel Paperback – September 29, 2005",12.23,Books > Literature & Fiction > Action & Adventure,Gregory David Roberts,312330537,944,"St. Martin's Griffin; Reprint edition (October 1, 2005)",English,5.5 x 1.6 x 8.2 inches,1.6 pounds,4.6
"The Gate Keeper: An Inspector Ian Rutledge Mystery (Inspector Ian Rutledge Mysteries) Hardcover – February 6, 2018",17.70,"Books > Mystery, Thriller & Suspense > Mystery",Charles Todd,006267871X,,"William Morrow (February 6, 2018)",English,6 x 1 x 9 inches,1 pounds,4.7
"Morning Star: Book 3 of the Red Rising Saga (Red Rising Series) Paperback – September 27, 2016",10.75,Books > Literature & Fiction > Action & Adventure,Pierce Brown,345539869,544,"Del Rey; Reprint edition (September 27, 2016)",English,5.5 x 1.1 x 8.2 inches,13.6 ounces,4.8
"The Rules of Magic: A Novel (The Practical Magic Series) Hardcover – October 10, 2017",17.40,Books > Literature & Fiction > Genre Fiction,Alice Hoffman,1501137476,,"Simon & Schuster; First Edition edition (October 10, 2017)",English,6.2 x 1.1 x 9.2 inches,1.3 pounds,4.3
"The Knowledge: A Richard Jury Mystery (Richard Jury Mysteries) Hardcover – April 3, 2018",17.10,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Martha Grimes,802128017,,"Atlantic Monthly Press (April 3, 2018)",English,6 x 1.4 x 9.2 inches,1.2 pounds,
"The Power of Myth Paperback – June 1, 1991",12.25,Books > Literature & Fiction > History & Criticism,Joseph Campbell,385418868,293,"Anchor (June 1, 1991)",English,5.2 x 0.7 x 8 inches,6.4 ounces,4.5
"On the Road Paperback – Deckle Edge, June 1, 1999",10.88,Books > Literature & Fiction > History & Criticism,Jack Kerouac,140283293,293,"Penguin Books (June 1, 1999)",English,5.6 x 0.8 x 8.4 inches,11.8 ounces,3.9
"Jurassic Park: A Novel Mass Market Paperback – September 25, 2012",8.79,Books > Literature & Fiction > Action & Adventure,Michael Crichton,345538986,464,"Ballantine Books (September 25, 2012)",English,4.2 x 1.1 x 7.5 inches,8.8 ounces,4.6
"To Be Where You Are (A Mitford Novel) Hardcover – September 19, 2017",16.64,Books > Literature & Fiction > Genre Fiction,Jan Karon,399183736,,"G.P. Putnam's Sons; First Edition edition (September 19, 2017)",English,6.3 x 1.4 x 9.3 inches,1.5 pounds,4.7
"Dark Force Rising (Star Wars: The Thrawn Trilogy, Vol. 2) Mass Market Paperback – February 1, 1993",7.99,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553560719,439,"Bantam Spectra Books (February 1, 1993)",English,4.2 x 1.2 x 6.9 inches,7.2 ounces,4.6
"The Gender Game 6: The Gender Plan (Volume 6) Paperback – May 10, 2017",14.99,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1544936761,408,"CreateSpace Independent Publishing Platform (May 10, 2017)",English,6 x 1 x 9 inches,1.5 pounds,4.5
"The Magician King: A Novel (Magicians Trilogy) Paperback – May 29, 2012",12.80,Books > Science Fiction & Fantasy > Fantasy,Lev Grossman,452298016,432,"Penguin Books; Reprint edition (May 29, 2012)",English,5.5 x 0.9 x 8.4 inches,12.6 ounces,4.3
"Shift (Silo Trilogy) Paperback – March 22, 2016",9.48,Books > Science Fiction & Fantasy > Science Fiction,Hugh Howey,544839641,576,"John Joseph Adams/Mariner Books; Reprint edition (March 22, 2016)",English,5.3 x 1.4 x 8 inches,15.5 ounces,4.5
"Every Heart a Doorway (Wayward Children) Hardcover – April 5, 2016",10.34,Books > Literature & Fiction > Genre Fiction,Seanan McGuire,765385503,,"Tor.com; First Edition edition (April 5, 2016)",English,5.8 x 0.7 x 8.5 inches,9.6 ounces,4.2
"The Blind Assassin: A Novel Paperback – August 28, 2001",10.83,"Books > Crafts, Hobbies & Home > Gardening & Landscape Design",Margaret Atwood,385720955,521,"Anchor (August 28, 2001)",English,5.2 x 0.9 x 8 inches,14.1 ounces,4
"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2) Paperback – November 18, 2013",12.39,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",A.G. Riddle,1940026032,432,"Riddle Inc.; 1 edition (November 18, 2013)",English,6 x 1.1 x 9 inches,1.6 pounds,4.3
"The Player of Games (Culture) Paperback – March 26, 2008",13.04,Books > Science Fiction & Fantasy > Science Fiction,Iain M. Banks,316005401,416,"Orbit; Reprint edition (March 26, 2008)",English,5.5 x 1 x 8.2 inches,13.6 ounces,4.5
"Stars of Fortune (Guardians Trilogy) Paperback – Deckle Edge, November 3, 2015",10.52,Books > Literature & Fiction > United States,Nora Roberts,425280101,336,"Berkley (November 3, 2015)",English,5.6 x 0.7 x 8.2 inches,9.6 ounces,4.5
"The Tombs of Atuan (The Earthsea Cycle, Book 2) Mass Market Paperback – September 1, 2001",7.48,Books > Teen & Young Adult > Science Fiction & Fantasy,Ursula K. Le Guin,689845367,192,"Aladdin Paperbacks; Reprint edition (September 1, 2001)",English,4.2 x 0.6 x 7 inches,3.4 ounces,4.5
"The Social Affair: A Novel Paperback – January 17, 2018",11.69,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Britney King,1979057451,266,"CreateSpace Independent Publishing Platform (January 17, 2018)",English,5.5 x 0.7 x 8.5 inches,14.4 ounces,4.6
"A Death in Live Oak: A Jack Swyteck Novel Hardcover – February 6, 2018",18.29,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Grippando,62657801,,"Harper (February 6, 2018)",English,6 x 1.2 x 9 inches,1.3 pounds,4.7
"The Throne of Caesar: A Novel of Ancient Rome (Novels of Ancient Rome) Hardcover – February 20, 2018",18.29,Books > Literature & Fiction > Genre Fiction,Steven Saylor,1250087120,,"Minotaur Books (February 20, 2018)",English,6.4 x 1.3 x 9.6 inches,1.3 pounds,4.4
"The Art of Hearing Heartbeats Paperback – January 31, 2012",10.84,Books > Literature & Fiction > Genre Fiction,Jan-Philipp Sendker,1590514637,352,"Other Press (January 31, 2012)",English,5.5 x 1 x 8.2 inches,10.4 ounces,4.5
"Everything We Keep: A Novel (The Everything Series) Paperback – August 1, 2016",4.99,Books > Literature & Fiction > Genre Fiction,Kerry Lonsdale,1503935310,304,"Lake Union Publishing (August 1, 2016)",English,5.5 x 1 x 8.2 inches,8.8 ounces,4.2
"The Big Sleep (A Philip Marlowe Novel) Paperback – July 12, 1988",13.45,"Books > Mystery, Thriller & Suspense > Mystery",Raymond Chandler,394758285,231,"Vintage Crime/Black Lizard; Reprint edition (July 12, 1988)",English,5.2 x 0.6 x 8 inches,8.8 ounces,4.2
"Transfer of Power (A Mitch Rapp Novel) Mass Market Paperback – December 28, 2010",7.29,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1439197032,672,"Pocket Star; Reprint edition (December 28, 2010)",English,4.1 x 1.4 x 7.5 inches,14.4 ounces,4.7
"Dead Eye (Gray Man) Paperback – December 3, 2013",13.20,Books > Literature & Fiction > Action & Adventure,Mark Greaney,425269051,496,"Berkley; A Gray Man Novel edition (December 3, 2013)",English,5.2 x 1 x 8 inches,12.6 ounces,4.6
"The Haunting of Hill House (Penguin Classics) Paperback – November 28, 2006",10.87,Books > Literature & Fiction > Genre Fiction,Shirley Jackson,143039989,208,"Penguin Classics; 1 edition (November 28, 2006)",English,5.1 x 0.6 x 7.7 inches,5.6 ounces,3.9
"Use of Force: A Thriller (The Scot Harvath Series) Hardcover – June 27, 2017",15.39,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Brad Thor,147678938X,,"Atria/Emily Bestler Books; 1st Edition edition (June 27, 2017)",English,6.1 x 1.2 x 9.2 inches,1.2 pounds,4.5
"End of Watch: A Novel (The Bill Hodges Trilogy) Mass Market Paperback – March 28, 2017",8.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501134132,496,"Pocket Books; Reprint edition (March 28, 2017)",English,4.1 x 1 x 7.5 inches,12.6 ounces,4.5
"The Dark Tower I: The Gunslinger Paperback – May 3, 2016",10.87,Books > Literature & Fiction > Genre Fiction,Stephen King,1501143514,288,"Scribner; Reprint edition (May 3, 2016)",English,5.5 x 0.7 x 8.4 inches,0.3 ounces,4.3
"Love in the Time of Cholera (Oprah's Book Club) Paperback – October 5, 2007",10.78,Books > Literature & Fiction > World Literature,Gabriel Garcia Marquez,307389731,368,"Vintage; Reprint edition (October 5, 2007)",English,5.2 x 0.8 x 8 inches,9.6 ounces,4
"The Rent Collector Paperback – October 1, 2013",10.63,Books > Literature & Fiction > Genre Fiction,Camron Wright,1609077059,288,"Shadow Mountain; Reprint edition (October 1, 2013)",English,6 x 0.8 x 9 inches,11.2 ounces,4.7
"The Fellowship of the Ring: Being the First Part of The Lord of the Rings Paperback – September 18, 2012",11.79,Books > Literature & Fiction > Genre Fiction,J.R.R. Tolkien,547928211,432,"Mariner Books; Reissue edition (September 18, 2012)",English,5.5 x 1 x 8.2 inches,15.2 ounces,4.7
